session_id,empathy_score,normalized_score,empathy_scale_1_5
101,0.2882461263477971,13.475378978962322,1.5390151591584929
102,0.2799182979794232,8.760751459027572,1.3504300583611029
103,0.2758371246043773,6.450279694180999,1.25801118776724
104,0.2644434732514301,0.0,1.0
105,0.3553899896937142,51.487486328289144,3.059499453131566
106,0.38135431623091964,66.18665194675431,3.647466077870172
107,0.27504351741665717,6.000995424412361,1.2400398169764943
108,0.28564588069807245,12.003303768414218,1.4801321507365688
109,0.2954541145270551,17.556032173299172,1.702241286931967
110,0.38817012720614197,70.04528214097033,3.8018112856388133
111,0.32216229162754256,32.67631337931494,2.3070525351725975
112,0.3205313184519879,31.752971701555705,2.2701188680622284
113,0.27313046735689694,4.917961761877903,1.1967184704751161
114,0.34644542337294393,46.423705392321175,2.8569482156928467
115,0.29983886711622676,20.038369021584902,1.801534760863396
116,0.3460616451535284,46.20643730335822,2.848257492134329
119,0.30728179218684604,24.252026870252315,1.9700810748100928
120,0.3095233925407239,25.521062475887845,2.020842499035514
121,0.3416766060603042,43.72393825673807,2.748957530269523
122,0.34747144215545633,47.0045646720793,2.880182586883172
123,0.4003708615378528,76.95247514486844,4.078099005794738
124,0.35848434674068963,53.239292470881736,3.1295716988352695
125,0.32488771055016413,34.219252845351456,2.368770113814058
126,0.3467706914381663,46.6078491695245,2.86431396678098
127,0.3367605843845,40.94083442028525,2.6376333768114097
128,0.33051143136229344,37.40300588785942,2.496120235514377
129,0.44108157102610185,100.0,5.0
130,0.362693874976803,55.62242968145296,3.2248971872581182
131,0.39966270495652806,76.55156696580275,4.06206267863211
132,0.33421580017481567,39.5001575551332,2.580006302205328
133,0.3247720566863345,34.1537778061121,2.3661511122444843
134,0.3500339732096571,48.45528854562875,2.93821154182515
135,0.3471743133632888,46.836351361411424,2.873454054456457
136,0.30036453596229273,20.33596554956413,1.8134386219825651
137,0.33725524741060836,41.22087764558049,2.6488351058232196
138,0.3173163142623725,29.932863678360945,2.1973145471344377
140,0.41225540262938964,83.68066189577954,4.347226475831182
