session_id,empathy_score,normalized_score,empathy_scale_1_5
101,0.3831462581730014,72.52299671573526,3.90091986862941
102,0.2780319673134098,30.095884675614915,2.2038353870245966
103,0.26306042563180837,24.052945403093783,1.9621178161237514
104,0.32534516635216254,49.19283505389458,2.967713402155783
105,0.32439326872495783,48.80862214668784,2.9523448858675136
106,0.4457381672810403,97.78686824847533,4.911474729939013
107,0.21370768790865652,4.132779308230471,1.1653111723292189
108,0.28616093344957216,33.3769661937312,2.3350786477492482
109,0.2237862622010729,8.200778028596737,1.3280311211438696
110,0.4512212596588665,100.0,5.0
111,0.29418365763444915,36.61516544404464,2.4646066177617856
112,0.24650577823841383,17.3710197201014,1.694840788804056
113,0.28320448618553384,32.183660142895434,2.2873464057158173
114,0.3100272502557184,43.010089233793806,2.7204035693517525
115,0.20346861799852348,0.0,1.0
116,0.33927911737986993,54.81697328076773,3.1926789312307093
119,0.3084627432797938,42.37860980114683,2.695144392045873
120,0.21276272882114755,3.751366992633667,1.1500546797053466
121,0.343228062611275,56.410879688764325,3.256435187550573
122,0.2965326567038528,37.56328815775682,2.502531526310273
123,0.3404124085310083,55.27440176409024,3.2109760705636097
124,0.3769384728345004,70.01735831087353,3.8006943324349414
125,0.354494737394625,60.95842949806004,3.4383371799224016
126,0.3033237409916876,40.304362578729105,2.612174503149164
127,0.25078384465672243,19.097768783053322,1.763910751322133
128,0.29163802469357814,35.58767571727073,2.423507028690829
129,0.4349983369361523,93.45196781192952,4.738078712477181
130,0.3072607768979962,41.89346204500487,2.6757384818001944
131,0.3583300852977593,62.50648479927954,3.5002593919711815
132,0.2884091108042868,34.284394401014154,2.3713757760405665
133,0.35678577118047866,61.883155777667,3.47532623110668
134,0.2965065727036918,37.55275991475356,2.502110396590142
135,0.26994009867312974,26.829776760053868,2.073191070402155
136,0.2677298443392155,25.937655360620155,2.0375062144248064
137,0.28520037234807627,32.98925646234,2.3195702584936
138,0.27319945685068764,28.145346255383945,2.1258138502153576
140,0.340541039493712,55.32632087253715,3.213052834901486
